Name,Full Ticker,Ticker,Sector,Market Cap,Net Debt,Enterprise Value (EV),Revenue,Revenue Forecast CAGR (10y),Avg EBITDA Margin Forecast (10y),Avg Capital Expenditures Margin (5y),Marginal Tax Rate,Industry,Operating Region,Operating Country
Rio Tinto Group,OTCPK:RTNT.F,RTNT.F,Materials,106519.1399,-3432,109009.3321,58332,-0.0047,0.5338,0.1203,0.29,Metals & Mining,United Kingdom & Ireland,United Kingdom
Rio Tinto Group,OTCPK:RTPP.F,RTPP.F,Materials,106519.1399,-3432,109009.3321,58332,-0.0047,0.5338,0.1203,0.29,Metals & Mining,United Kingdom & Ireland,United Kingdom
"Prologis, Inc.",NYSE:PLD,PLD,Real Estate,106452.144,16550.597,119601.775,4905.616,0.0207,0.7552,0.031,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
Deere & Company,NYSE:DE,DE,Industrials,105641.0462,41318,146961.0462,42402,0.0519,0.1777,0.084,0.31,Machinery,United States,United States
"Anthem, Inc.",NYSE:ANTM,ANTM,Healthcare,105177.9777,18242,117906.9777,133883,0.0657,0.0688,0.0095,0.24,Healthcare Providers & Services,United States,United States
3M Company,NYSE:MMM,MMM,Industrials,104617.7961,13616,118301.7961,34734,0.0355,0.2821,0.0476,0.25,Industrial Conglomerates,United States,United States
Stryker Corporation,NYSE:SYK,SYK,Healthcare,103976.7551,10830,114806.7551,16246,0.0573,0.3015,0.0413,0.17,Healthcare Equipment & Supplies,United States,United States
Lockheed Martin Corporation,NYSE:LMT,LMT,Industrials,103732.9175,9426,113166.9175,66814,0.029,0.1506,0.0242,0.17,Aerospace & Defense,United States,United States
"Airbnb, Inc.",NASDAQGS:ABNB,ABNB,Consumer Discretionary,103223.9487,-4984.19,98239.7587,4423.727,0.223,0.2914,0.0189,0.15,"Hotels, Restaurants & Leisure",United States,United States
MERCK Kommanditgesellschaft auf Aktien,OTCPK:MKGA.F,MKGA.F,Healthcare,102443.5887,12012.5712,114213.4238,21994.7818,0.0585,0.2917,0.0604,0.25,Pharmaceuticals,Europe,Germany
MERCK Kommanditgesellschaft auf Aktien,OTCPK:MKKG.Y,MKKG.Y,Healthcare,102443.5887,12012.5712,114213.4238,21994.7818,0.0585,0.2917,0.0604,0.25,Pharmaceuticals,Europe,Germany
Daimler AG,OTCPK:DDAI.F,DDAI.F,Consumer Discretionary,102263.5073,136433.8235,234358.6086,203274.4307,0.0177,0.1251,0.0403,0.3,Automobiles,Europe,Germany
Daimler AG,OTCPK:DMLR.Y,DMLR.Y,Consumer Discretionary,102263.5073,136433.8235,234358.6086,203274.4307,0.0177,0.1251,0.0403,0.3,Automobiles,Europe,Germany
Snowflake Inc.,NYSE:SNOW,SNOW,Information Technology,102239.802,-4896.603,97343.199,851.201,0.4063,0.1764,0.0501,0.41,IT Services,United States,United States
ConocoPhillips,NYSE:COP,COP,Energy,101395.2953,9349,102731.2953,29641,0.0668,0.5333,0.19,0.28,"Oil, Gas & Consumable Fuels",United States,United States
"Recruit Holdings Co., Ltd.",OTCPK:RCRR.F,RCRR.F,Industrials,101067.9919,-1505.5408,102539.6136,22132.3311,0.0683,0.1684,0.0109,0.27,Professional Services,Asia / Pacific,Japan
"Recruit Holdings Co., Ltd.",OTCPK:RCRU.Y,RCRU.Y,Industrials,101067.9919,-1505.5408,102539.6136,22132.3311,0.0683,0.1684,0.0109,0.27,Professional Services,Asia / Pacific,Japan
CSL Limited,OTCPK:CMXH.F,CMXH.F,Healthcare,100698.6515,3993.3,106013.6767,10310,0.0706,0.35,0.1119,0.2,Biotechnology,Asia / Pacific,Australia
CSL Limited,OTCPK:CSLL.Y,CSLL.Y,Healthcare,100698.6515,3993.3,106013.6767,10310,0.0706,0.35,0.1119,0.2,Biotechnology,Asia / Pacific,Australia
Airbus SE,OTCPK:EADS.F,EADS.F,Industrials,100422.8848,-2191.6509,89549.8359,65940.4649,0.0722,0.1559,0.039,0.3,Aerospace & Defense,Europe,Netherlands
Airbus SE,OTCPK:EADS.Y,EADS.Y,Industrials,100422.8848,-2191.6509,89549.8359,65940.4649,0.0722,0.1559,0.039,0.3,Aerospace & Defense,Europe,Netherlands
SoftBank Group Corp.,OTCPK:SFTB.F,SFTB.F,Communication Services,99819.9625,139059.8731,27003.789,52458.2797,0.0311,0.3203,0.1353,0.18,Wireless Telecommunication Services,Asia / Pacific,Japan
SoftBank Group Corp.,OTCPK:SFTB.Y,SFTB.Y,Communication Services,99819.9625,139059.8731,27003.789,52458.2797,0.0311,0.3203,0.1353,0.18,Wireless Telecommunication Services,Asia / Pacific,Japan
Nippon Telegraph and Telephone Corporation,OTCPK:NPPX.F,NPPX.F,Communication Services,98888.1567,69014.4304,140859.7603,108656.2453,0.0074,0.2553,0.141,0.31,Diversified Telecommunication Services,Asia / Pacific,Japan
Nippon Telegraph and Telephone Corporation,OTCPK:NTTY.Y,NTTY.Y,Communication Services,98888.1567,69014.4304,140859.7603,108656.2453,0.0074,0.2553,0.141,0.31,Diversified Telecommunication Services,Asia / Pacific,Japan
Zoetis Inc.,NYSE:ZTS,ZTS,Healthcare,98822.1037,3673,102497.1037,7412,0.0616,0.4505,0.0568,0.25,Pharmaceuticals,United States,United States
Booking Holdings Inc.,NASDAQGS:BKNG,BKNG,Consumer Discretionary,98321.4847,-3174,95147.4847,7179,0.1424,0.3809,0.0281,0.26,"Hotels, Restaurants & Leisure",United States,United States
GlaxoSmithKline plc,NYSE:GSK,GSK,Healthcare,97853.6445,30322.4379,132780.8273,45502.3308,0.0199,0.3158,0.0442,0.25,Pharmaceuticals,United Kingdom & Ireland,United Kingdom
GlaxoSmithKline plc,OTCPK:GLAX.F,GLAX.F,Healthcare,97853.6445,30322.4379,131908.512,45502.3308,0.0226,0.3152,0.0442,0.25,Pharmaceuticals,United Kingdom & Ireland,United Kingdom
BP p.l.c.,NYSE:BP,BP,Energy,97066.0263,42690,121546.713,198649,-0.0129,0.195,0.0681,0.29,"Oil, Gas & Consumable Fuels",United Kingdom & Ireland,United Kingdom
BP p.l.c.,OTCPK:BPAQ.F,BPAQ.F,Energy,97066.0263,42690,124597.3982,198649,-0.0129,0.195,0.0681,0.29,"Oil, Gas & Consumable Fuels",United Kingdom & Ireland,United Kingdom
Infosys Limited,NYSE:INFY,INFY,Information Technology,96102.0456,-2410,92414.8333,14908,0.0722,0.2694,0.0305,0.25,IT Services,Asia / Pacific,India
"Analog Devices, Inc.",NASDAQGS:ADI,ADI,Information Technology,95884.8844,3849.995,99734.8794,6505.013,0.0974,0.385,0.0396,0.1,Semiconductors & Semiconductor Equipment,United States,United States
Canadian National Railway Company,NYSE:CNI,CNI,Industrials,95653.9228,9308.4938,102697.545,11351.4367,0.0392,0.5256,0.2247,0.23,Road & Rail,Canada & Mexico,Canada
Adyen N.V.,OTCPK:ADYE.Y,ADYE.Y,Information Technology,94736.8573,-3814.6857,94361.9889,5497.564,0.0925,0.5334,0.0073,0.2,IT Services,Europe,Netherlands
Adyen N.V.,OTCPK:ADYY.F,ADYY.F,Information Technology,94736.8573,-3814.6857,94361.9889,5497.564,0.0925,0.5334,0.0073,0.2,IT Services,Europe,Netherlands
Kering SA,OTCPK:PPRU.F,PPRU.F,Consumer Discretionary,93423.514,5959.5588,100297.9157,18701.4943,0.0866,0.3625,0.0573,0.3,"Textiles, Apparel & Luxury Goods",Europe,France
Kering SA,OTCPK:PPRU.Y,PPRU.Y,Consumer Discretionary,93423.514,5959.5588,100297.9157,18701.4943,0.0866,0.3625,0.0573,0.3,"Textiles, Apparel & Luxury Goods",Europe,France
"Automatic Data Processing, Inc.",NASDAQGS:ADP,ADP,Information Technology,92048.0062,871.2,92919.2062,15005.4,0.0423,0.2641,0.0141,0.24,IT Services,United States,United States
Schneider Electric S.E.,OTCPK:SBGS.F,SBGS.F,Industrials,91616.6649,9337.0493,105763.2983,32445.4459,0.0495,0.2001,0.0187,0.23,Electrical Equipment,Europe,France
Schneider Electric S.E.,OTCPK:SBGS.Y,SBGS.Y,Industrials,91616.6649,9337.0493,105763.2983,32445.4459,0.0495,0.2001,0.0187,0.23,Electrical Equipment,Europe,France
Deutsche Telekom AG,OTCPK:DTEG.F,DTEG.F,Communication Services,90528.7805,159027.5142,297831.2767,130270.3985,0.0194,0.3815,0.1172,0.29,Diversified Telecommunication Services,Europe,Germany
Deutsche Telekom AG,OTCPK:DTEG.Y,DTEG.Y,Communication Services,90528.7805,159027.5142,297831.2767,130270.3985,0.0194,0.3815,0.1172,0.29,Diversified Telecommunication Services,Europe,Germany
Equinor ASA,NYSE:EQNR,EQNR,Energy,89733.7906,10420,94219.2428,56634,0.0492,0.4004,0.1804,0.33,"Oil, Gas & Consumable Fuels",Europe,Norway
Equinor ASA,OTCPK:STOH.F,STOH.F,Energy,89733.7906,10420,96871.9309,56634,0.0492,0.4004,0.1804,0.33,"Oil, Gas & Consumable Fuels",Europe,Norway
"Uber Technologies, Inc.",NYSE:UBER,UBER,Industrials,89043.7978,4779,80520.7978,12810,0.2204,0.1605,0.0824,0.12,Road & Rail,United States,United States
"Altria Group, Inc.",NYSE:MO,MO,Consumer Staples,88921.4362,26364,95497.4362,21227,0.0047,0.5736,0.011,0.32,Tobacco,United States,United States
Snap Inc.,NYSE:SNAP,SNAP,Communication Services,88508.1333,-881.045,87627.0883,3730.485,0.3161,0.3782,0.0706,0.15,Interactive Media & Services,United States,United States
EssilorLuxottica Société anonyme,OTCPK:ESLO.F,ESLO.F,Consumer Discretionary,88015.3599,2336.3378,91238.5101,20122.1537,0.076,0.2233,0.0551,0.19,"Textiles, Apparel & Luxury Goods",Europe,France
EssilorLuxottica Société anonyme,OTCPK:ESLO.Y,ESLO.Y,Consumer Discretionary,88015.3599,2336.3378,91238.5101,20122.1537,0.076,0.2233,0.0551,0.19,"Textiles, Apparel & Luxury Goods",Europe,France
Dell Technologies Inc.,NYSE:DELL,DELL,Information Technology,87636.4039,34064,124937.4039,100203,0.0279,0.1291,0.0189,0.21,"Technology Hardware, Storage & Peripherals",United States,United States
Enbridge Inc.,NYSE:ENB,ENB,Energy,86748.4398,54984.4727,139189.2754,34041.5406,0.0662,0.2715,0.1461,0.13,"Oil, Gas & Consumable Fuels",Canada & Mexico,Canada
Public Joint Stock Company Rosneft Oil Company,OTCPK:OJSC.Y,OJSC.Y,Energy,85364.8053,41476.8664,119437.0342,87644.3248,0.063,0.2449,0.1359,0.26,"Oil, Gas & Consumable Fuels",Europe,Russia
Public Joint Stock Company Rosneft Oil Company,OTCPK:RNFT.F,RNFT.F,Energy,85364.8053,41476.8664,119437.0342,87644.3248,0.063,0.2449,0.1359,0.26,"Oil, Gas & Consumable Fuels",Europe,Russia
"Mondelez International, Inc.",NASDAQGS:MDLZ,MDLZ,Consumer Staples,84595.9117,17789,96875.9117,27843,0.0263,0.2166,0.0388,0.14,Food Products,United States,United States
Enel SpA,OTCPK:ENLA.Y,ENLA.Y,Utilities,84310.9232,55965.37,156717.8743,71732.685,0.0311,0.277,0.1095,0.27,Electric Utilities,Europe,Italy
Enel SpA,OTCPK:ESOC.F,ESOC.F,Utilities,84310.9232,55965.37,156717.8743,71732.685,0.0311,0.277,0.1095,0.27,Electric Utilities,Europe,Italy
"Gilead Sciences, Inc.",NASDAQGS:GILD,GILD,Healthcare,84306.1467,22495,103866.1467,26638,0.0161,0.544,0.0304,0.26,Biotechnology,United States,United States
General Motors Company,NYSE:GM,GM,Consumer Discretionary,83866.0846,87136,170031.0846,139639,0.0302,0.1766,0.1791,0.15,Automobiles,United States,United States
"Zoom Video Communications, Inc.",NASDAQGS:ZM,ZM,Information Technology,82476.763,-5005.035,77471.728,3637.413,0.2179,0.3761,0.0586,0.15,Software,United States,United States
British American Tobacco p.l.c.,NYSE:BTI,BTI,Consumer Staples,81883.0313,57626.6029,137586.4868,35522.1114,0.022,0.489,0.0311,0.25,Tobacco,United Kingdom & Ireland,United Kingdom
British American Tobacco p.l.c.,OTCPK:BTAF.F,BTAF.F,Consumer Staples,81883.0313,57626.6029,137697.2887,35522.1114,0.022,0.489,0.0311,0.25,Tobacco,United Kingdom & Ireland,United Kingdom
"HCA Healthcare, Inc.",NYSE:HCA,HCA,Healthcare,81031.1163,33014,116565.1163,57981,0.049,0.2113,0.0692,0.25,Healthcare Providers & Services,United States,United States
The Sherwin-Williams Company,NYSE:SHW,SHW,Materials,80290.8297,10655.9,90946.7297,19646.8,0.0277,0.1745,0.0167,0.22,Chemicals,United States,United States
Duke Energy Corporation,NYSE:DUK,DUK,Utilities,79841.8559,66613,149829.8559,23991,0.0346,0.5081,0.3948,0.22,Electric Utilities,United States,United States
L'Air Liquide S.A.,OTCPK:AIQU.F,AIQU.F,Materials,78713.2607,15686.314,96893.6679,24974.0275,0.0638,0.2827,0.1171,0.22,Chemicals,Europe,France
L'Air Liquide S.A.,OTCPK:AIQU.Y,AIQU.Y,Materials,78713.2607,15686.314,96893.6679,24974.0275,0.0379,0.2927,0.1171,0.22,Chemicals,Europe,France
CSX Corporation,NASDAQGS:CSX,CSX,Industrials,78560.9724,14696,91090.9724,11920,0.0477,0.5307,0.1611,0.27,Road & Rail,United States,United States
Lam Research Corporation,NASDAQGS:LRCX,LRCX,Information Technology,78395.1161,383.709,78778.8251,15753.535,0.0638,0.3363,0.0244,0.13,Semiconductors & Semiconductor Equipment,United States,United States
PAO NOVATEK,OTCPK:NOVK.Y,NOVK.Y,Energy,78111.7556,821.8382,72323.9521,11438.9451,0.0884,0.3593,0.152,0.2,"Oil, Gas & Consumable Fuels",Europe,Russia
China Petroleum & Chemical Corporation,NYSE:SNP,SNP,Energy,77951.2032,22433.4454,89818.0704,361361.1373,0.0282,0.0834,0.0426,0.2,"Oil, Gas & Consumable Fuels",Asia / Pacific,China
China Petroleum & Chemical Corporation,OTCPK:SNPM.F,SNPM.F,Energy,77951.2032,22433.4454,91483.9419,361361.1373,0.0282,0.0828,0.0426,0.2,"Oil, Gas & Consumable Fuels",Asia / Pacific,China
Crown Castle International Corp. (REIT),NYSE:CCI,CCI,Real Estate,77415.0102,26353,103768.0102,6179,0.022,0.6077,0.2916,0.15,Equity Real Estate Investment Trusts (REITs),United States,United States
"Fidelity National Information Services, Inc.",NYSE:FIS,FIS,Information Technology,77236.0461,18116,95539.0461,13212,0.0495,0.4728,0.0177,0.29,IT Services,United States,United States
"The TJX Companies, Inc.",NYSE:TJX,TJX,Consumer Discretionary,77154.9149,5765.293,82920.2079,43224.223,0.0804,0.1345,0.0273,0.31,Specialty Retail,United States,United States
Siemens Healthineers AG,OTCPK:SEMH.F,SEMH.F,Healthcare,77093.8512,15906.0721,94015.9501,19816.1765,0.0601,0.2345,0.0382,0.29,Healthcare Equipment & Supplies,Europe,Germany
Siemens Healthineers AG,OTCPK:SMMN.Y,SMMN.Y,Healthcare,77093.8512,15906.0721,94015.9501,19816.1765,0.0601,0.2345,0.0382,0.29,Healthcare Equipment & Supplies,Europe,Germany
Deutsche Post AG,OTCPK:DPSG.Y,DPSG.Y,Industrials,76216.5304,16355.5503,92314.8816,87778.7002,0.0351,0.1537,0.0423,0.17,Air Freight & Logistics,Europe,Germany
Deutsche Post AG,OTCPK:DPST.F,DPST.F,Industrials,76216.5304,16355.5503,92314.8816,87778.7002,0.0351,0.1537,0.0423,0.17,Air Freight & Logistics,Europe,Germany
Atlas Copco AB,OTCPK:ATLC.Y,ATLC.Y,Industrials,75574.7341,884.7758,72834.5086,12238.4462,0.0571,0.2439,0.0172,0.24,Machinery,Europe,Sweden
Atlas Copco AB,OTCPK:ATLK.F,ATLK.F,Industrials,75574.7341,884.7758,72834.5086,12238.4462,0.0571,0.2439,0.0172,0.24,Machinery,Europe,Sweden
Atlas Copco AB,OTCPK:ATLK.Y,ATLK.Y,Industrials,75574.7341,884.7758,72834.5086,12238.4462,0.0571,0.2439,0.0172,0.24,Machinery,Europe,Sweden
"Micron Technology, Inc.",NASDAQGS:MU,MU,Information Technology,75518.2886,-3063,72455.2886,27705,0.0469,0.5295,0.3576,0.15,Semiconductors & Semiconductor Equipment,United States,United States
"MercadoLibre, Inc.",NASDAQGS:MELI,MELI,Consumer Discretionary,74755.385,1501.756,76257.141,5524.196,0.292,0.2207,0.0691,0.35,Internet & Direct Marketing Retail,"Latin America, Middle East & Africa",Argentina
Cigna Corporation,NYSE:CI,CI,Healthcare,73599.2714,29915,82690.2714,167028,0.0457,0.0603,0.0091,0.29,Healthcare Providers & Services,United States,United States
Great Wall Motor Company Limited,OTCPK:GWLL.F,GWLL.F,Consumer Discretionary,73580.6488,-2645.0794,69752.6028,20025.5196,0.0367,0.105,0.0681,0.16,Automobiles,Asia / Pacific,China
Great Wall Motor Company Limited,OTCPK:GWLL.Y,GWLL.Y,Consumer Discretionary,73580.6488,-2645.0794,69752.6028,20025.5196,0.0367,0.105,0.0681,0.16,Automobiles,Asia / Pacific,China
KDDI Corporation,OTCPK:KDDI.F,KDDI.F,Communication Services,73071.8923,10903.2093,65328.4206,48343.0166,0.0074,0.3358,0.0759,0.31,Wireless Telecommunication Services,Asia / Pacific,Japan
KDDI Corporation,OTCPK:KDDI.Y,KDDI.Y,Communication Services,73071.8923,10903.2093,65328.4206,48343.0166,0.0074,0.3358,0.0759,0.31,Wireless Telecommunication Services,Asia / Pacific,Japan
"Fiserv, Inc.",NASDAQGS:FISV,FISV,Information Technology,72961.7155,20002,91251.7155,15424,0.0446,0.4025,0.0595,0.21,IT Services,United States,United States
Naspers Limited,OTCPK:NAPR.F,NAPR.F,Consumer Discretionary,72939.5013,1938,47084.6631,5934,0.1065,0.2526,0.0345,0.15,Internet & Direct Marketing Retail,"Latin America, Middle East & Africa",South Africa
Naspers Limited,OTCPK:NPSN.Y,NPSN.Y,Consumer Discretionary,72939.5013,1938,47084.6631,5934,0.1076,0.2501,0.0345,0.15,Internet & Direct Marketing Retail,"Latin America, Middle East & Africa",South Africa
Edwards Lifesciences Corporation,NYSE:EW,EW,Healthcare,72673.7932,-877,70782.5932,4925.2,0.0711,0.3363,0.065,0.18,Healthcare Equipment & Supplies,United States,United States
Xiaomi Corporation,OTCPK:XIAC.F,XIAC.F,Information Technology,72613.3086,-11153.0901,49968.5509,47590.5258,0.1374,0.0764,0.0157,0.09,"Technology Hardware, Storage & Peripherals",Asia / Pacific,China
Xiaomi Corporation,OTCPK:XIAC.Y,XIAC.Y,Information Technology,72613.3086,-11153.0901,49968.5509,47590.5258,0.1374,0.0764,0.0157,0.09,"Technology Hardware, Storage & Peripherals",Asia / Pacific,China
"DoorDash, Inc.",NYSE:DASH,DASH,Consumer Discretionary,72260.9455,-4347,67913.9455,4162,0.2281,0.203,0.0475,0.15,Internet & Direct Marketing Retail,United States,United States
Dassault Systèmes SE,OTCPK:DAST.F,DAST.F,Information Technology,71422.5516,1509.8435,74052.6491,5434.7723,0.0521,0.3723,0.0222,0.28,Software,Europe,France
Dassault Systèmes SE,OTCPK:DAST.Y,DAST.Y,Information Technology,71422.5516,1509.8435,74052.6491,5434.7723,0.0521,0.3723,0.0222,0.28,Software,Europe,France
"Becton, Dickinson and Company",NYSE:BDX,BDX,Healthcare,70961.8216,14556,85519.8216,19897,0.0404,0.2929,0.0552,0.1,Healthcare Equipment & Supplies,United States,United States
Norfolk Southern Corporation,NYSE:NSC,NSC,Industrials,70767.4191,12581,79690.4191,10517,0.0421,0.5116,0.1693,0.25,Road & Rail,United States,United States
Illinois Tool Works Inc.,NYSE:ITW,ITW,Industrials,70732.322,5590,76323.322,14002,0.0467,0.2901,0.0216,0.3,Machinery,United States,United States
Atlas Copco AB,OTCPK:ATTL.F,ATTL.F,Industrials,70675.4758,884.7758,72834.5086,12238.4462,0.0571,0.2439,0.0172,0.24,Machinery,Europe,Sweden
"Shin-Etsu Chemical Co., Ltd.",OTCPK:SHEC.F,SHEC.F,Materials,70008.455,-10181.8337,60878.2634,14149.5792,0.0613,0.3983,0.1381,0.24,Chemicals,Asia / Pacific,Japan
"Shin-Etsu Chemical Co., Ltd.",OTCPK:SHEC.Y,SHEC.Y,Materials,70008.455,-10181.8337,60878.2634,14149.5792,0.0613,0.3983,0.1381,0.24,Chemicals,Asia / Pacific,Japan
"VMware, Inc.",NYSE:VMW,VMW,Information Technology,69956.6953,143,70099.6953,12290,0.0606,0.2362,0.0287,0.13,Software,United States,United States
"Iberdrola, S.A.",OTCPK:IBDR.Y,IBDR.Y,Utilities,69847.7656,43055.0285,127017.2157,42018.5009,0.0389,0.322,0.1649,0.22,Electric Utilities,Europe,Spain
"Iberdrola, S.A.",OTCPK:IBDS.F,IBDS.F,Utilities,69847.7656,43055.0285,127017.2157,42018.5009,0.0389,0.322,0.1649,0.22,Electric Utilities,Europe,Spain
Compagnie Financière Richemont SA,OTCPK:CFRH.F,CFRH.F,Consumer Discretionary,69761.1031,194.6073,67666.8905,15409.1442,0.0876,0.2848,0.0441,0.2,"Textiles, Apparel & Luxury Goods",Europe,Switzerland
Compagnie Financière Richemont SA,OTCPK:CFRU.Y,CFRU.Y,Consumer Discretionary,69761.1031,194.6073,67666.8905,15409.1442,0.0876,0.2848,0.0441,0.2,"Textiles, Apparel & Luxury Goods",Europe,Switzerland
"Workday, Inc.",NASDAQGS:WDAY,WDAY,Information Technology,69635.92,-1160.093,68475.827,4673.038,0.118,0.3188,0.0685,0.15,Software,United States,United States
Tokyo Electron Limited,OTCPK:TOEL.F,TOEL.F,Information Technology,69592.2955,-3076.392,66403.0427,13830.2021,0.0664,0.3014,0.0346,0.24,Semiconductors & Semiconductor Equipment,Asia / Pacific,Japan
Tokyo Electron Limited,OTCPK:TOEL.Y,TOEL.Y,Information Technology,69592.2955,-3076.392,66403.0427,13830.2021,0.0664,0.3014,0.0346,0.24,Semiconductors & Semiconductor Equipment,Asia / Pacific,Japan
"Waste Management, Inc.",NYSE:WM,WM,Industrials,69237.0935,13096,82335.0935,16516,0.0485,0.2949,0.1075,0.21,Commercial Services & Supplies,United States,United States
Vale S.A.,NYSE:VALE,VALE,Materials,68145.2309,4654.4344,78876.2278,59083.1809,0.001,0.4787,0.1208,0.22,Metals & Mining,"Latin America, Middle East & Africa",Brazil
"Autodesk, Inc.",NASDAQGS:ADSK,ADSK,Information Technology,67841.4491,1160.1,69001.5491,4040.6,0.11,0.4379,0.0252,0.27,Software,United States,United States
BioNTech SE,NASDAQGS:BNTX,BNTX,Healthcare,67224.9732,-780.4791,67689.7289,9214.6881,0.278,0.6175,0.2445,0.17,Biotechnology,Europe,Germany
BASF SE,OTCPK:BASF.Y,BASF.Y,Materials,67148.3841,19261.148,73766.636,81675.759,0.058,0.1592,0.0625,0.18,Chemicals,Europe,Germany
BASF SE,OTCPK:BFFA.F,BFFA.F,Materials,67148.3841,19261.148,73766.636,81675.759,0.058,0.1592,0.0625,0.18,Chemicals,Europe,Germany
PJSC LUKOIL,OTCPK:LUKO.Y,LUKO.Y,Energy,66886.5831,1032.6003,63056.1369,94810.8517,0.055,0.1477,0.0771,0.21,"Oil, Gas & Consumable Fuels",Europe,Russia
PAO NOVATEK,OTCPK:NSTK.F,NSTK.F,Energy,66841.6475,821.8382,70592.6935,11438.9451,0.088,0.3593,0.152,0.2,"Oil, Gas & Consumable Fuels",Europe,Russia
